x y theta(rad)
-1.450459063053131104e-01 -3.872308647260069847e-03 -4.359846711158752441e-01
-1.449968367815017700e-01 -4.014975856989622116e-03 -4.496037960052490234e-01
-1.449419707059860229e-01 -4.168353509157896042e-03 -4.640381634235382080e-01
-1.448813229799270630e-01 -4.332415293902158737e-03 -4.792896211147308350e-01
-1.443001627922058105e-01 -6.208546459674835205e-03 -4.526489377021789551e-01
-1.435481011867523193e-01 -8.145621046423912048e-03 -4.209396541118621826e-01
-1.426307111978530884e-01 -1.009866502135992050e-02 -3.839002847671508789e-01
-1.415614783763885498e-01 -1.205226499587297440e-02 -3.415255844593048096e-01
-1.403554975986480713e-01 -1.400158181786537170e-02 -2.938208878040313721e-01
-1.390285193920135498e-01 -1.594503410160541534e-02 -2.407465130090713501e-01
-1.375965327024459839e-01 -1.788212545216083527e-02 -1.823138892650604248e-01
-1.360747218132019043e-01 -1.981273479759693146e-02 -1.185186654329299927e-01
-1.344773173332214355e-01 -2.173694595694541931e-02 -4.936850070953369141e-02
-1.328172832727432251e-01 -2.365501783788204193e-02 2.513224631547927856e-02
-1.311063617467880249e-01 -2.556739374995231628e-02 1.049806848168373108e-01
-1.298358738422393799e-01 -2.743990905582904816e-02 1.215263232588768005e-01
-1.283250898122787476e-01 -2.937784045934677124e-02 1.422707438468933105e-01
-1.266346871852874756e-01 -3.133746236562728882e-02 1.676212549209594727e-01
-1.248280331492424011e-01 -3.330091387033462524e-02 1.976539194583892822e-01
-1.229449138045310974e-01 -3.526220843195915222e-02 2.326059341430664062e-01
-1.210183426737785339e-01 -3.721942752599716187e-02 2.724744975566864014e-01
-1.190683841705322266e-01 -3.917219862341880798e-02 3.172638118267059326e-01
-1.171070933341979980e-01 -4.112065955996513367e-02 3.669796884059906006e-01
-1.151417717337608337e-01 -4.306517168879508972e-02 4.216142594814300537e-01
-1.131769418716430664e-01 -4.500623047351837158e-02 4.811702966690063477e-01
-1.112155169248580933e-01 -4.694446921348571777e-02 5.456386208534240723e-01
-1.096213310956954956e-01 -4.884985461831092834e-02 5.535814166069030762e-01
-1.078567877411842346e-01 -5.080929026007652283e-02 5.647279024124145508e-01
-1.059901565313339233e-01 -5.278585106134414673e-02 5.793911814689636230e-01
-1.040677949786186218e-01 -5.476601794362068176e-02 5.975989103317260742e-01
-1.021166369318962097e-01 -5.674532800912857056e-02 6.193995475769042969e-01
-1.001515910029411316e-01 -5.872245132923126221e-02 6.448117494583129883e-01
-9.818065911531448364e-02 -6.069709360599517822e-02 6.738648414611816406e-01
-9.620840102434158325e-02 -6.266934424638748169e-02 7.065449953079223633e-01
-9.423734247684478760e-02 -6.463941186666488647e-02 7.428792715072631836e-01
-9.226895868778228760e-02 -6.660762429237365723e-02 7.828573584556579590e-01
-9.030415117740631104e-02 -6.857435405254364014e-02 8.264788985252380371e-01
-9.030308574438095093e-02 -6.862133741378784180e-02 8.318601846694946289e-01
-9.030161052942276001e-02 -6.866941601037979126e-02 8.372069597244262695e-01
-9.029968827962875366e-02 -6.872165948152542114e-02 8.425694704055786133e-01
-9.029847383499145508e-02 -6.877959519624710083e-02 8.480824232101440430e-01
-9.029808640480041504e-02 -6.884306669235229492e-02 8.537650704383850098e-01
-9.029883891344070435e-02 -6.891216337680816650e-02 8.596711158752441406e-01
-9.030096232891082764e-02 -6.898681819438934326e-02 8.657695055007934570e-01
-9.030437469482421875e-02 -6.906701624393463135e-02 8.720366954803466797e-01
-9.030896425247192383e-02 -6.915269792079925537e-02 8.784303665161132812e-01
-9.031468629837036133e-02 -6.924407184123992920e-02 8.850439786911010742e-01
-9.032155573368072510e-02 -6.934116035699844360e-02 8.918955326080322266e-01
-9.032062441110610962e-02 -6.938119232654571533e-02 8.958654999732971191e-01
-9.031928330659866333e-02 -6.942149251699447632e-02 9.005505442619323730e-01
-9.031689912080764771e-02 -6.946557760238647461e-02 9.059063792228698730e-01
-9.031261503696441650e-02 -6.951528042554855347e-02 9.116686582565307617e-01
-9.030671417713165283e-02 -6.957107782363891602e-02 9.176092743873596191e-01
-9.029939770698547363e-02 -6.963308155536651611e-02 9.235326647758483887e-01
-9.029056131839752197e-02 -6.970129162073135376e-02 9.294369220733642578e-01
-9.028028696775436401e-02 -6.977570801973342896e-02 9.353629350662231445e-01
-9.026860445737838745e-02 -6.985628604888916016e-02 9.412919282913208008e-01
-9.025543928146362305e-02 -6.994314491748809814e-02 9.471760988235473633e-01
-9.024086594581604004e-02 -7.003609836101531982e-02 9.530864953994750977e-01
-8.861441165208816528e-02 -7.169547677040100098e-02 9.473772644996643066e-01
-8.681311458349227905e-02 -7.352149486541748047e-02 9.409667253494262695e-01
-8.490668982267379761e-02 -7.544308155775070190e-02 9.339100122451782227e-01
-8.294467628002166748e-02 -7.741258293390274048e-02 9.274604916572570801e-01
-8.095850050449371338e-02 -7.940201461315155029e-02 9.216232299804687500e-01
-7.896208018064498901e-02 -8.139955252408981323e-02 9.163819551467895508e-01
-7.696153968572616577e-02 -8.340021967887878418e-02 9.117336869239807129e-01
-7.495953142642974854e-02 -8.540194481611251831e-02 9.076867699623107910e-01
-7.295718044042587280e-02 -8.740387856960296631e-02 9.042275547981262207e-01
-7.095497846603393555e-02 -8.940566331148147583e-02 9.013581871986389160e-01
-6.895312666893005371e-02 -9.140715748071670532e-02 8.990679979324340820e-01
-6.894501298666000366e-02 -9.141245484352111816e-02 9.053441286087036133e-01
-6.893584132194519043e-02 -9.141586720943450928e-02 9.109804630279541016e-01
-6.892530620098114014e-02 -9.141722321510314941e-02 9.158868193626403809e-01
-6.891431659460067749e-02 -9.141654521226882935e-02 9.200714826583862305e-01
-6.890285760164260864e-02 -9.141373634338378906e-02 9.235205054283142090e-01
-6.889094412326812744e-02 -9.140911698341369629e-02 9.261857867240905762e-01
-6.887850165367126465e-02 -9.140308201313018799e-02 9.280382394790649414e-01
-6.886553764343261719e-02 -9.139565378427505493e-02 9.290738701820373535e-01
-6.885202974081039429e-02 -9.138684719800949097e-02 9.292939901351928711e-01
-6.883775442838668823e-02 -9.137622267007827759e-02 9.287352561950683594e-01
-6.882271170616149902e-02 -9.136378020048141479e-02 9.274022579193115234e-01
-6.738270074129104614e-02 -9.159900248050689697e-02 9.235665202140808105e-01
-6.579320877790451050e-02 -9.185320883989334106e-02 9.216395616531372070e-01
-6.403909623622894287e-02 -9.212914854288101196e-02 9.229501485824584961e-01
-6.218178570270538330e-02 -9.242668747901916504e-02 9.277672767639160156e-01
-6.026507914066314697e-02 -9.274769574403762817e-02 9.357442855834960938e-01
-5.831445008516311646e-02 -9.309957176446914673e-02 9.470121264457702637e-01
-5.634766817092895508e-02 -9.348229318857192993e-02 9.615935087203979492e-01
-5.437418445944786072e-02 -9.389577805995941162e-02 9.794836640357971191e-01
-5.239892378449440002e-02 -9.433996677398681641e-02 1.000685691833496094e+00
-5.042446777224540710e-02 -9.481479227542877197e-02 1.025195717811584473e+00
-4.845220595598220825e-02 -9.532022476196289062e-02 1.053016662597656250e+00
-4.840572178363800049e-02 -9.532169252634048462e-02 1.054865598678588867e+00
-4.835670813918113708e-02 -9.532087296247482300e-02 1.057281374931335449e+00
-4.830198734998703003e-02 -9.531449526548385620e-02 1.060379147529602051e+00
-4.824149981141090393e-02 -9.530226886272430420e-02 1.064245223999023438e+00
-4.817511886358261108e-02 -9.528390318155288696e-02 1.069077491760253906e+00
-4.810282588005065918e-02 -9.525945037603378296e-02 1.074846863746643066e+00
-4.802446439862251282e-02 -9.522876888513565063e-02 1.081401586532592773e+00
-4.794007912278175354e-02 -9.519187361001968384e-02 1.088741421699523926e+00
-4.784980788826942444e-02 -9.514883905649185181e-02 1.096849679946899414e+00
-4.775372147560119629e-02 -9.509994089603424072e-02 1.105788707733154297e+00
-4.765183106064796448e-02 -9.504520893096923828e-02 1.115565061569213867e+00
-4.759428277611732483e-02 -9.503714740276336670e-02 1.107436418533325195e+00
-4.753269255161285400e-02 -9.503039717674255371e-02 1.097767472267150879e+00
-4.746470227837562561e-02 -9.502504765987396240e-02 1.086046576499938965e+00
-4.738993197679519653e-02 -9.502007812261581421e-02 1.072529911994934082e+00
-4.730832204222679138e-02 -9.501520544290542603e-02 1.057234287261962891e+00
-4.721992090344429016e-02 -9.501060098409652710e-02 1.040161728858947754e+00
-4.712474718689918518e-02 -9.500636160373687744e-02 1.021308064460754395e+00
-4.702280089259147644e-02 -9.500260651111602783e-02 1.000661253929138184e+00
-4.691412672400474548e-02 -9.499945491552352905e-02 9.782038927078247070e-01
-4.679881781339645386e-02 -9.499702602624893188e-02 9.539368748664855957e-01
-4.667697101831436157e-02 -9.499542415142059326e-02 9.278600811958312988e-01
-4.663275182247161865e-02 -9.499346464872360229e-02 9.227564334869384766e-01
-4.658459872007369995e-02 -9.499257802963256836e-02 9.171487092971801758e-01
-4.653135687112808228e-02 -9.499268233776092529e-02 9.118353128433227539e-01
-4.647290334105491638e-02 -9.499399363994598389e-02 9.068568348884582520e-01
-4.640908911824226379e-02 -9.499678760766983032e-02 9.021658301353454590e-01
-4.633971303701400757e-02 -9.500130265951156616e-02 8.976185321807861328e-01
-4.626490548253059387e-02 -9.500756114721298218e-02 8.932048678398132324e-01
-4.618469253182411194e-02 -9.501552581787109375e-02 8.889410495758056641e-01
-4.609907418489456177e-02 -9.502516686916351318e-02 8.848297595977783203e-01
-4.600803926587104797e-02 -9.503649920225143433e-02 8.808703422546386719e-01
-4.591159150004386902e-02 -9.504952281713485718e-02 8.770626783370971680e-01
-4.586853086948394775e-02 -9.504418075084686279e-02 8.732278943061828613e-01
-4.582659155130386353e-02 -9.503836929798126221e-02 8.696262240409851074e-01
-4.578427597880363464e-02 -9.503205120563507080e-02 8.659017682075500488e-01
-4.574232548475265503e-02 -9.502594172954559326e-02 8.623692989349365234e-01
-4.570094123482704163e-02 -9.501998126506805420e-02 8.591632843017578125e-01
-4.566032439470291138e-02 -9.501415491104125977e-02 8.562870025634765625e-01
-4.562015458941459656e-02 -9.500815719366073608e-02 8.539631962776184082e-01
-4.558017477393150330e-02 -9.500169754028320312e-02 8.523033857345581055e-01
-4.554038494825363159e-02 -9.499476850032806396e-02 8.513110280036926270e-01
-4.550067335367202759e-02 -9.498735517263412476e-02 8.509978055953979492e-01
-4.546099901199340820e-02 -9.497951716184616089e-02 8.513686656951904297e-01
-4.411608725786209106e-02 -9.495779126882553101e-02 8.658670783042907715e-01
-4.264343157410621643e-02 -9.492384642362594604e-02 8.823043107986450195e-01
-4.102268442511558533e-02 -9.486767649650573730e-02 9.020235538482666016e-01
-3.928217664361000061e-02 -9.479030966758728027e-02 9.237114787101745605e-01
-3.746106103062629700e-02 -9.469188749790191650e-02 9.473623037338256836e-01
-3.558542951941490173e-02 -9.457232058048248291e-02 9.731283783912658691e-01
-3.367536514997482300e-02 -9.443172067403793335e-02 1.001230955123901367e+00
-3.174436837434768677e-02 -9.427016973495483398e-02 1.031786441802978516e+00
-2.980125695466995239e-02 -9.408792108297348022e-02 1.064796924591064453e+00
-2.785167284309864044e-02 -9.388528764247894287e-02 1.100269556045532227e+00
-2.589920721948146820e-02 -9.366276115179061890e-02 1.138192057609558105e+00
-2.548725530505180359e-02 -9.362913668155670166e-02 1.150199413299560547e+00
-2.503529377281665802e-02 -9.358766674995422363e-02 1.163459777832031250e+00
-2.448730170726776123e-02 -9.352999180555343628e-02 1.178309679031372070e+00
-2.383226342499256134e-02 -9.345362335443496704e-02 1.194880485534667969e+00
-2.307430468499660492e-02 -9.335865080356597900e-02 1.213235378265380859e+00
-2.221784368157386780e-02 -9.324517101049423218e-02 1.233502507209777832e+00
-2.126777172088623047e-02 -9.311325848102569580e-02 1.255695819854736328e+00
-2.022897452116012573e-02 -9.296295791864395142e-02 1.279833078384399414e+00
-1.910723559558391571e-02 -9.279444813728332520e-02 1.305915236473083496e+00
-1.790838502347469330e-02 -9.260793030261993408e-02 1.333943605422973633e+00
-1.663821004331111908e-02 -9.240361303091049194e-02 1.363914251327514648e+00
-1.589288003742694855e-02 -9.223838150501251221e-02 1.373736977577209473e+00
-1.503690052777528763e-02 -9.203705191612243652e-02 1.383926630020141602e+00
-1.395301241427659988e-02 -9.175491333007812500e-02 1.395262718200683594e+00
-1.264054048806428909e-02 -9.137694537639617920e-02 1.407873272895812988e+00
-1.114617288112640381e-02 -9.090416133403778076e-02 1.421895623207092285e+00
-9.514546021819114685e-03 -9.033878892660140991e-02 1.437328457832336426e+00
-7.781090680509805679e-03 -8.968234807252883911e-02 1.454185366630554199e+00
-5.974174011498689651e-03 -8.893698453903198242e-02 1.472476601600646973e+00
-4.115781746804714203e-03 -8.810608834028244019e-02 1.492202877998352051e+00
-2.221842296421527863e-03 -8.719327300786972046e-02 1.513364076614379883e+00
-3.036872658412903547e-04 -8.620236814022064209e-02 1.535958528518676758e+00
-2.938612888101488352e-04 -8.619102090597152710e-02 1.532580614089965820e+00
-2.850460587069392204e-04 -8.618111908435821533e-02 1.529273390769958496e+00
-2.793240419123321772e-04 -8.617332577705383301e-02 1.526031851768493652e+00
-2.775814209599047899e-04 -8.616682887077331543e-02 1.523215889930725098e+00
-2.786597178783267736e-04 -8.616025000810623169e-02 1.520783782005310059e+00
-2.822251408360898495e-04 -8.615355938673019409e-02 1.518609523773193359e+00
-2.880790561903268099e-04 -8.614706993103027344e-02 1.516688227653503418e+00
-2.962213475257158279e-04 -8.614076673984527588e-02 1.515020370483398438e+00
-3.066959616262465715e-04 -8.613461256027221680e-02 1.513653993606567383e+00
-3.195952740497887135e-04 -8.612849563360214233e-02 1.512691140174865723e+00
-3.349191683810204268e-04 -8.612240850925445557e-02 1.512131690979003906e+00
-3.704262489918619394e-04 -8.614128082990646362e-02 1.521175622940063477e+00
-4.059424391016364098e-04 -8.616028726100921631e-02 1.529832601547241211e+00
-4.410771070979535580e-04 -8.617925643920898438e-02 1.537519693374633789e+00
-4.754741385113447905e-04 -8.619824796915054321e-02 1.544363379478454590e+00
-5.094773950986564159e-04 -8.621723949909210205e-02 1.550558328628540039e+00
-5.430869059637188911e-04 -8.623623847961425781e-02 1.556106686592102051e+00
-5.762238870374858379e-04 -8.625520020723342896e-02 1.561143040657043457e+00
-6.088857189752161503e-04 -8.627381175756454468e-02 1.565760850906372070e+00
-6.410614587366580963e-04 -8.629209548234939575e-02 1.569920301437377930e+00
-6.729402230121195316e-04 -8.631037175655364990e-02 1.573627948760986328e+00
-7.045581587590277195e-04 -8.632867783308029175e-02 1.576873064041137695e+00
-6.496325950138270855e-04 -8.631911873817443848e-02 1.571432709693908691e+00
-5.941786221228539944e-04 -8.630847185850143433e-02 1.566230654716491699e+00
-5.368899437598884106e-04 -8.629520982503890991e-02 1.562270641326904297e+00
-4.770510422531515360e-04 -8.627923578023910522e-02 1.559531450271606445e+00
